model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms,sum_correct,above_count,below_count,equal_count,above_indices,equal_indices,mean_correct,max_above_correct,below_has_zero,no_negatives
gemini-2.0-flash,google,0.0,reason_first,0,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,7076.684625004418,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,0,2712,904,4096,1.0,1.0,4391,853,0.0007803,4734.7937500017,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,0,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,6416.663292009616,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,1,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6089.491207996616,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,0,3254,362,4096,1.0,1.0,4391,1020,0.0008471,6103.323834002367,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,0,1808,1808,4096,1.0,1.0,4392,1024,0.0008488,5554.4645830086665,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,1,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,6099.27275001246,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,0,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,5632.646875004866,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,1,2712,904,4096,1.0,1.0,4391,901,0.0007995,5576.706292005838,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,1,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,6129.91666700691,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,2,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,5949.064707994694,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,0,904,2712,4096,1.0,1.0,4397,953,0.0008209000000000001,6106.589333008742,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,0,3254,362,4096,0.9,0.9,4391,910,0.0008031000000000001,5835.055875009857,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,0,904,2712,4096,0.9,0.9,4397,897,0.0007985,4839.461041992763,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,2,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6914.218500009156,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,0,1808,1808,4096,1.0,1.0,4392,676,0.0007096000000000001,4544.2730840004515,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,1,0,3616,4096,1.0,1.0,4397,1024,0.0008493000000000001,6386.2688329973025,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,1,1808,1808,4096,1.0,1.0,4392,878,0.0007904000000000001,5718.627207999816,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,1,3254,362,4096,0.9,0.9,4391,908,0.0008023,5642.483167001046,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,1,904,2712,4096,1.0,1.0,4397,1010,0.0008437000000000001,6817.027208002401,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,2,904,2712,4096,0.0,0.0,4397,897,0.0007985,5249.121125001693,0,0,0,0,0,0,0,0,0,0
gemini-2.0-flash,google,0.5,reason_first,3,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,5836.958209009026,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,3,0,3616,4096,1.0,1.0,4397,1024,0.0008493000000000001,6177.138457991532,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,3,904,2712,4096,0.9,0.9,4397,897,0.0007985,5211.140166997211,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,1,3254,362,4096,1.0,1.0,4391,1015,0.0008451,6018.452875010553,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,1,904,2712,4096,1.0,1.0,4397,901,0.0008001000000000001,5617.314040995552,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,4,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6395.501582999714,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,2,1808,1808,4096,1.0,1.0,4392,846,0.0007776000000000001,5346.350915991934,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,3,1808,1808,4096,1.0,1.0,4392,911,0.0008036000000000001,5783.566708007129,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,2,3254,362,4096,1.0,1.0,4391,988,0.0008343000000000001,6080.097207988729,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,2,2712,904,4096,1.0,1.0,4391,920,0.0008071,5951.693000009982,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,2,3254,362,4096,1.0,1.0,4391,897,0.0007979,5416.620165997301,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,4,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,5900.530958009767,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,2,904,2712,4096,0.9,0.9,4397,1024,0.0008493000000000001,6185.979750007391,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,5,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,5984.0787920111325,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,4,1808,1808,4096,1.0,1.0,4392,910,0.0008032,5345.945249995566,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,5,1808,1808,4096,1.0,1.0,4392,951,0.0008196000000000002,5510.968499991577,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,5,0,3616,4096,1.0,1.0,4397,1024,0.0008493000000000001,5918.978916000924,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,3,3254,362,4096,1.0,1.0,4391,901,0.0007995,5468.618583006901,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,3,904,2712,4096,1.0,1.0,4397,933,0.0008129000000000001,5493.62295800529,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,2,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,5865.787041999283,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,6,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6372.217249998357,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,2,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,5908.794040995417,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,7,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6234.8816669982625,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,3,2712,904,4096,0.9,0.9,4391,756,0.0007415,4930.4783749976195,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,4,2712,904,4096,1.0,1.0,4391,851,0.0007795,5413.894500001334,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,3,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,5803.006457994343,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,4,904,2712,4096,1.0,1.0,4397,812,0.0007645,4869.583374995273,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,4,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,5812.573292001616,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,6,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,5887.361165994662,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,3,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6564.567333000014,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,7,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,6178.050750007969,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,5,2712,904,4096,1.0,1.0,4391,900,0.0007991000000000001,6011.366499995347,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,5,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,6438.31145799777,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,6,1808,1808,4096,1.0,1.0,4392,705,0.0007212000000000001,4833.0651669966755,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,5,904,2712,4096,1.0,1.0,4397,900,0.0007997000000000001,5551.373791997321,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,4,3254,362,4096,1.0,1.0,4391,900,0.0007991000000000001,5385.112916992512,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,8,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6166.6845840081805,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,7,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,5735.405040992191,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,4,0,3616,4096,1.0,1.0,4397,1024,0.0008493000000000001,6224.291209000512,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,8,1808,1808,4096,1.0,1.0,4392,1014,0.0008448,5911.555167011102,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,6,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,6311.7325409984915,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,6,2712,904,4096,1.0,1.0,4391,900,0.0007991000000000001,5296.804208002868,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,9,1808,1808,4096,1.0,1.0,4392,910,0.0008032,5721.644457997172,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,9,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,5986.550917004934,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,7,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,6049.919334007427,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,7,2712,904,4096,1.0,1.0,4391,846,0.0007775,5306.697041000007,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,10,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6242.132750005112,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,4,904,2712,4096,1.0,1.0,4397,907,0.0008025,5597.2489999985555,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,8,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,5766.707958988263,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,8,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,6551.394250011072,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,9,2712,904,4096,0.9,0.9,4391,1024,0.0008487000000000001,5861.9790420052595,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,10,1808,1808,4096,1.0,1.0,4392,845,0.0007772,5069.791000001715,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,6,904,2712,4096,1.0,1.0,4397,989,0.0008353000000000001,5782.935625000391,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,11,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,5904.346416005865,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,11,1808,1808,4096,1.0,1.0,4392,846,0.0007776000000000001,5016.715166988433,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,5,3254,362,4096,1.0,1.0,4391,901,0.0007995,5368.856790999416,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,12,1808,1808,4096,1.0,1.0,4392,889,0.0007948,5565.26987500547,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,8,2712,904,4096,1.0,1.0,4391,942,0.0008159,6393.214166993857,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,9,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,6290.985165993334,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,9,2712,904,4096,1.0,1.0,4391,900,0.0007991000000000001,5347.642458000337,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,6,3254,362,4096,1.0,1.0,4391,900,0.0007991000000000001,5276.507875008974,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,5,904,2712,4096,1.0,1.0,4397,821,0.0007681000000000002,5184.770332998596,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,7,3254,362,4096,1.0,1.0,4391,901,0.0007995,5348.563500010641,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,12,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6199.013999997987,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,8,3254,362,4096,1.0,1.0,4391,891,0.0007955,5269.204583004466,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,13,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6563.757249998162,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,9,3254,362,4096,1.0,1.0,4391,914,0.0008047000000000001,5471.928041995852,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,10,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,5703.6019999941345,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,6,904,2712,4096,1.0,1.0,4397,970,0.0008277,5635.215458009043,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,10,3254,362,4096,1.0,1.0,4391,889,0.0007947000000000001,5133.8386249990435,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,10,2712,904,4096,1.0,1.0,4391,1024,0.0008487000000000001,6329.767167000682,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,11,1808,1808,4096,0.9,0.9,4392,1024,0.0008488,5867.5247079954715,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,14,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6037.148374991375,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,5,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6279.644124995684,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,7,904,2712,4096,1.0,1.0,4397,848,0.0007789000000000001,5241.427749991999,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,6,0,3616,4096,0.9,0.9,4397,1024,0.0008493000000000001,6015.032541996334,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,8,904,2712,4096,1.0,1.0,4397,900,0.0007997000000000001,5239.024208000046,1,1,1,1,1,1,1,1,1,1
