model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms,kafka_streaming,flink_ops,spark_sla,retention_compliance,s3_tiering,build_vs_buy,soc2_compat,onboarding_screens,progressive_disclosure,365day_cost
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,13,3351,373,4096,0.0,0.0,4693,600,0.0061544,7667.670916998759,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,12,931,2793,4096,0.0,0.0,4370,518,0.005568,7566.89429198741,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,7,0,3724,4096,0.9,0.9,4247,391,0.0049616,3846.4634160045534,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,8,0,3724,4096,0.9,0.9,4247,376,0.004901600000000001,4381.777250004234,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,12,1862,1862,4096,0.0,0.0,4497,517,0.005665600000000001,6621.9735000049695,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,9,0,3724,4096,0.8,0.8,4247,390,0.0049576,3954.9610409885645,1,1,1,0,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,13,931,2793,4096,0.0,0.0,4370,434,0.005232,12286.41383300419,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,13,1862,1862,4096,0.4,0.4,4497,443,0.0053696,5600.296333999722,0,0,1,0,1,0,1,0,1,0
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,14,1862,1862,4096,0.9,0.9,4497,476,0.005501600000000001,5634.772542005521,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,10,0,3724,4096,0.9,0.9,4247,409,0.0050336,3985.484374992666,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,8,2793,931,4096,0.0,0.0,4607,519,0.0057616,6787.587124999845,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,12,931,2793,4096,0.9,0.9,4370,527,0.005604,5231.09945798933,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,14,3351,373,4096,0.9,0.9,4693,577,0.0060624,10916.158791005728,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,7,3351,373,4096,0.0,0.0,4693,459,0.0055904,6533.521290999488,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,9,0,3724,4096,0.8,0.8,4247,379,0.004913600000000001,3622.0487499958836,1,1,1,0,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,8,3351,373,4096,0.8,0.8,4693,590,0.0061144,6959.789041997283,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,11,0,3724,4096,0.9,0.9,4247,410,0.005037600000000001,3651.969792001182,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,9,2793,931,4096,0.0,0.0,4607,427,0.0053936,5437.863750004908,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,9,1862,1862,4096,0.8,0.8,4497,533,0.0057296000000000005,5928.816083003767,1,1,1,0,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,14,931,2793,4096,0.9,0.9,4370,515,0.005556,6015.57508300175,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,10,2793,931,4096,0.0,0.0,4607,343,0.005057600000000001,4878.546082996763,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,13,931,2793,4096,0.8,0.8,4370,479,0.005412,5667.232124993461,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,10,1862,1862,4096,0.9,0.9,4497,501,0.0056016,6132.070457999362,1,1,1,1,1,0,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,10,2793,931,4096,0.9,0.9,4607,498,0.0056776000000000005,12487.517499990645,1,1,1,1,1,0,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,11,2793,931,4096,0.9,0.9,4607,650,0.0062856000000000006,8487.981875005062,1,1,1,1,1,0,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,12,2793,931,4096,0.8,0.8,4607,546,0.0058696,6669.089916002122,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,12,0,3724,4096,0.9,0.9,4247,402,0.005005600000000001,3847.2670409973944,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,11,2793,931,4096,0.0,0.0,4607,499,0.0056816,7316.438709007343,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,9,3351,373,4096,0.7,0.7,4693,508,0.0057864,5737.663958003395,1,1,1,0,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,14,931,2793,4096,0.8,0.8,4370,465,0.005356,5265.4115420009475,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,13,0,3724,4096,0.9,0.9,4247,440,0.0051576,4096.903665995342,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,10,0,3724,4096,0.8,0.8,4247,403,0.0050096,3956.3829160033492,1,1,1,0,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,15,931,2793,4096,0.2,0.2,4370,773,0.006588,9122.767875000136,0,0,1,0,0,0,0,1,0,0
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,11,1862,1862,4096,0.8,0.8,4497,470,0.0054776,4808.609166997485,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,13,2793,931,4096,0.7,0.7,4607,533,0.0058176,6872.952041987446,1,0,1,1,1,0,1,0,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,16,931,2793,4096,0.0,0.0,4370,441,0.00526,5772.627292011748,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,12,2793,931,4096,0.0,0.0,4607,457,0.0055136000000000004,5981.376707990421,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,12,1862,1862,4096,0.0,0.0,4497,508,0.0056296,5946.447166003054,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,15,1862,1862,4096,0.8,0.8,4497,537,0.0057456,6536.589082999853,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,10,3351,373,4096,0.0,0.0,4693,624,0.0062504,7693.965875005233,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,14,2793,931,4096,0.9,0.9,4607,574,0.0059816,6889.0647500084015,1,1,1,1,1,0,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,15,2793,931,4096,0.8,0.8,4607,548,0.0058776,6238.836083008209,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,11,3351,373,4096,0.7,0.7,4693,510,0.0057944,5658.673249999993,1,1,1,0,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,17,931,2793,4096,0.8,0.8,4370,496,0.00548,6169.251915998757,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,11,0,3724,4096,1.0,1.0,4247,425,0.005097600000000001,3945.549415991991,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,13,1862,1862,4096,0.9,0.9,4497,569,0.0058736000000000005,6650.167792002321,1,1,1,1,1,0,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,15,931,2793,4096,0.7,0.7,4370,515,0.005556,6323.0175000062445,1,1,1,0,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,12,3351,373,4096,0.8,0.8,4693,482,0.0056824,5129.039499995997,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,13,2793,931,4096,0.9,0.9,4607,489,0.0056416,6100.558541002101,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,12,0,3724,4096,0.9,0.9,4247,392,0.004965600000000001,3708.584833002533,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,16,1862,1862,4096,0.0,0.0,4497,431,0.0053216,5935.4473749990575,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,14,1862,1862,4096,0.8,0.8,4497,640,0.0061576,7215.839374999632,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,13,0,3724,4096,0.9,0.9,4247,393,0.0049696,4063.6902499973075,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,16,931,2793,4096,0.9,0.9,4370,508,0.005528,5836.551665997831,1,1,1,1,1,0,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,14,0,3724,4096,0.9,0.9,4247,413,0.0050496000000000004,3895.692375008366,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,16,2793,931,4096,0.0,0.0,4607,552,0.005893600000000001,7500.58308399457,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,17,931,2793,4096,0.8,0.8,4370,499,0.005492,6104.1466659953585,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,14,2793,931,4096,1.0,1.0,4607,505,0.005705600000000001,6675.5923749879,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,18,931,2793,4096,0.9,0.9,4370,577,0.005804,6295.5527500016615,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,19,931,2793,4096,0.8,0.8,4370,587,0.005844,7128.975083003752,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,14,0,3724,4096,0.9,0.9,4247,388,0.0049496,3367.451083002379,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,15,3351,373,4096,0.0,0.0,4693,443,0.0055264,7157.400750002125,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,15,2793,931,4096,0.6,0.6,4607,552,0.005893600000000001,6501.842875004513,0,1,1,0,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,17,2793,931,4096,0.0,0.0,4607,481,0.0056096,6535.747667003307,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,18,931,2793,4096,0.9,0.9,4370,582,0.005824,6073.810332993162,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,13,3351,373,4096,0.9,0.9,4693,508,0.0057864,7292.423042003065,1,1,1,1,1,0,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,15,0,3724,4096,0.8,0.8,4247,425,0.005097600000000001,3997.7089169988176,1,1,1,0,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,16,3351,373,4096,0.0,0.0,4693,458,0.0055864,6399.415916996077,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,15,0,3724,4096,0.9,0.9,4247,446,0.005181600000000001,4383.354082994629,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,17,3351,373,4096,0.0,0.0,4693,512,0.005802399999999999,7048.426833003759,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,16,2793,931,4096,0.0,0.0,4607,452,0.0054936,5977.23941699951,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,15,1862,1862,4096,0.7,0.7,4497,590,0.0059576,9250.42158299766,1,1,1,0,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,14,3351,373,4096,0.7,0.7,4693,486,0.005698399999999999,5424.824374989839,1,1,1,0,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,17,2793,931,4096,0.7,0.7,4607,528,0.0057976,7023.730166998575,1,1,1,0,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,17,1862,1862,4096,0.8,0.8,4497,538,0.0057496000000000005,6770.172667005681,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,16,0,3724,4096,0.9,0.9,4247,411,0.0050416,4201.00800000364,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,16,0,3724,4096,0.9,0.9,4247,413,0.0050496000000000004,4422.034750008606,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,17,0,3724,4096,0.9,0.9,4247,440,0.0051576,15296.518792005372,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,17,0,3724,4096,0.9,0.9,4247,398,0.0049896,3930.0473750045057,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,16,1862,1862,4096,0.8,0.8,4497,569,0.0058736000000000005,6599.409957998432,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,18,3351,373,4096,0.0,0.0,4693,481,0.005678399999999999,6092.997792002279,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,18,2793,931,4096,0.9,0.9,4607,554,0.005901600000000001,6264.761458005523,1,1,1,1,1,0,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,18,1862,1862,4096,0.0,0.0,4497,511,0.0056416,5804.892166008358,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,18,0,3724,4096,0.9,0.9,4247,409,0.0050336,3952.4152090016287,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,15,3351,373,4096,0.9,0.9,4693,540,0.005914399999999999,6472.773749992484,1,1,1,1,1,0,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,16,3351,373,4096,0.8,0.8,4693,835,0.0070944,10322.917666009744,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,19,2793,931,4096,0.0,0.0,4607,430,0.0054056,6231.284082998172,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,18,2793,931,4096,0.8,0.8,4607,545,0.0058656,7060.032875000616,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,18,0,3724,4096,0.9,0.9,4247,396,0.0049816,3853.425374996732,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,17,3351,373,4096,0.9,0.9,4693,583,0.0060864,6922.010874986881,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,17,1862,1862,4096,0.8,0.8,4497,549,0.0057936,6163.3701249957085,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,18,3351,373,4096,0.8,0.8,4693,484,0.0056904,7017.62533299916,1,1,1,1,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,19,3351,373,4096,1.0,1.0,4693,536,0.0058984,5445.9387920069275,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,19,0,3724,4096,0.9,0.9,4247,441,0.0051616000000000006,4562.282957995194,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,19,2793,931,4096,0.7,0.7,4607,558,0.0059176,6750.53495800239,1,1,1,0,1,0,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,18,1862,1862,4096,0.8,0.8,4497,618,0.0060696000000000005,6992.250625000452,1,1,1,0,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,19,3351,373,4096,0.0,0.0,4693,378,0.005266399999999999,5211.8787500076,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,19,0,3724,4096,0.9,0.9,4247,402,0.005005600000000001,3670.2011250017677,1,1,1,0,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,19,931,2793,4096,0.9,0.9,4370,507,0.005524,6343.427250001696,1,1,1,1,1,1,1,1,1,0
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,19,1862,1862,4096,0.0,0.0,4497,366,0.0050616,5471.990249992814,0,0,0,0,0,0,0,0,0,0
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,19,1862,1862,4096,0.0,0.0,4497,609,0.0060336,6738.869250009884,0,0,0,0,0,0,0,0,0,0
